type,language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,samplingProtocol,eventID,eventDate,continent,countryCode,stateProvince,verbatimLocalityProperty,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimLatitude,verbatimLongitude,verbatimSRS
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,196:2022-07-28,2022-07-28,Europe,BE,Flanders,Zonienwoud,-89.81199,-129.81700,WGS84,30,-89.8119942265079,-129.8169984537321,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,197:2022-07-28,2022-07-28,Europe,BE,Flanders,Zonienwoud,-89.87589,-179.69986,WGS84,30,-89.87589475827222,-179.6998622365066,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,198:2022-07-28,2022-07-28,Europe,BE,Flanders,Zonienwoud,-89.87586,-179.72677,WGS84,30,-89.87585569095009,-179.72676595716047,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,199:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88891,-175.40409,WGS84,30,-89.88891325705087,-175.40408712212948,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,200:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88891,-175.36474,WGS84,30,-89.88891176343823,-175.3647395502917,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,201:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88894,-175.36658,WGS84,30,-89.88893844900898,-175.36657528545135,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,202:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88894,-175.36678,WGS84,30,-89.88893980880658,-175.36678350617197,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,203:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88892,-175.30548,WGS84,30,-89.88892491977542,-175.30548349143316,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,205:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88894,-175.30531,WGS84,30,-89.8889387970144,-175.30531046776338,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,206:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88895,-175.44204,WGS84,30,-89.88895016196265,-175.44204291081073,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,207:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.80866,129.46653,WGS84,30,-89.80866307617318,129.46653117962612,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,208:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88897,-175.32735,WGS84,30,-89.888973169566,-175.32734919473216,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,209:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88897,-175.26648,WGS84,30,-89.88897379033097,-175.2664814068472,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,210:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88902,-175.29221,WGS84,30,-89.8890227936547,-175.2922120920224,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,211:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88907,-175.31499,WGS84,30,-89.88907221473282,-175.3149851081989,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,212:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88912,-175.39161,WGS84,30,-89.88911580392747,-175.39161105057056,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,213:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.84318,-129.08489,WGS84,30,-89.84317753637785,-129.0848917661088,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,214:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88920,-175.47838,WGS84,30,-89.8891990047397,-175.4783840657808,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,215:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.80787,120.88777,WGS84,30,-89.8078664953059,120.88776876541127,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,216:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88923,-175.61361,WGS84,30,-89.8892265604905,-175.61360585967012,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,217:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.80934,129.42709,WGS84,30,-89.8093358157234,129.4270940644014,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,218:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88893,-175.47478,WGS84,30,-89.888926373023,-175.47478165673917,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,219:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.80906,129.43871,WGS84,30,-89.80905786374429,129.43870756236066,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,220:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88946,-175.51324,WGS84,30,-89.88946025175875,-175.51323569010893,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,221:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88953,-175.41560,WGS84,30,-89.88952664428801,-175.41559953111152,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,222:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88948,-175.43196,WGS84,30,-89.88947589558194,-175.43196376169092,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,223:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.80943,129.47043,WGS84,30,-89.809430497192,129.4704291037407,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,224:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88940,-175.43526,WGS84,30,-89.8893992969811,-175.43525590391096,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,225:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.80943,129.46025,WGS84,30,-89.80943082289265,129.46025489873873,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,226:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88935,-175.32839,WGS84,30,-89.88935268273944,-175.32838611935617,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,227:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88932,-175.32302,WGS84,30,-89.88932130916612,-175.32301674031362,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,228:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88909,-175.28912,WGS84,30,-89.88909472353225,-175.28912086712282,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,229:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88906,-175.32483,WGS84,30,-89.88905549555564,-175.32482902838385,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,230:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88918,-175.42428,WGS84,30,-89.88917659260706,-175.42427623393286,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,231:2022-08-01,2022-08-01,Europe,BE,Flanders,Domein Hofstade,-89.88914,-175.61505,WGS84,30,-89.88913593625834,-175.61504851029636,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC30:2022-08-23,2022-08-23,Europe,BE,Flanders,weerdse vijver,50.98054,4.48178,WGS84,30,50.98053616336861,4.481776156908186,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC31:2022-08-23,2022-08-23,Europe,BE,Flanders,weerdse vijver,50.98054,4.48178,WGS84,30,50.98053616336861,4.481776156908186,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC32:2022-08-23,2022-08-23,Europe,BE,Flanders,weerdse vijver,50.98054,4.48178,WGS84,30,50.98053616336861,4.481776156908186,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC33:2022-08-23,2022-08-23,Europe,BE,Flanders,weerdse vijver,50.98054,4.48178,WGS84,30,50.98053616336861,4.481776156908186,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC34:2022-08-23,2022-08-23,Europe,BE,Flanders,weerdse vijver,50.98054,4.48178,WGS84,30,50.98053616336861,4.481776156908186,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC35:2022-08-23,2022-08-23,Europe,BE,Flanders,weerdse vijver,50.98054,4.48178,WGS84,30,50.98053616336861,4.481776156908186,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC36:2022-08-23,2022-08-23,Europe,BE,Flanders,weerdse vijver,50.98054,4.48178,WGS84,30,50.98053616336861,4.481776156908186,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC37:2022-08-23,2022-08-23,Europe,BE,Flanders,weerdse vijver,50.98054,4.48178,WGS84,30,50.98053616336861,4.481776156908186,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC38:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.94979,4.44001,WGS84,30,50.94979010375953,4.440006090446017,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC39:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.94979,4.44001,WGS84,30,50.94979010375953,4.440006090446017,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC40:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.94979,4.44001,WGS84,30,50.94979010375953,4.440006090446017,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC41:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.94979,4.44001,WGS84,30,50.94979010375953,4.440006090446017,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC42:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.94979,4.44001,WGS84,30,50.94979010375953,4.440006090446017,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC43:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.94979,4.44001,WGS84,30,50.94979010375953,4.440006090446017,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC44:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC45:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC46:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC47:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC48:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC49:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC50:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC51:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC52:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC53:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC54:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC55:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC56:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC57:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC58:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC59:2022-09-01,2022-09-01,Europe,BE,Flanders,Dorent,50.95300,4.44661,WGS84,30,50.953004021495886,4.4466144484289805,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC60:2022-09-02,2022-09-02,Europe,BE,Flanders,vrijbroekpark,51.02273,4.45515,WGS84,30,51.02272674849267,4.455154756572403,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC61:2022-09-02,2022-09-02,Europe,BE,Flanders,vrijbroekpark,51.02273,4.45515,WGS84,30,51.02272674849267,4.455154756572403,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC62:2022-09-02,2022-09-02,Europe,BE,Flanders,vrijbroekpark,51.02273,4.45515,WGS84,30,51.02272674849267,4.455154756572403,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC63:2022-09-02,2022-09-02,Europe,BE,Flanders,vrijbroekpark,51.02273,4.45515,WGS84,30,51.02272674849267,4.455154756572403,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC64:2022-09-02,2022-09-02,Europe,BE,Flanders,vrijbroekpark,51.02273,4.45515,WGS84,30,51.02272674849267,4.455154756572403,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC65:2022-09-02,2022-09-02,Europe,BE,Flanders,vrijbroekpark,51.02273,4.45515,WGS84,30,51.02272674849267,4.455154756572403,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC66:2022-09-02,2022-09-02,Europe,BE,Flanders,vrijbroekpark,51.02273,4.45515,WGS84,30,51.02272674849267,4.455154756572403,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC67:2022-09-02,2022-09-02,Europe,BE,Flanders,vrijbroekpark,51.02273,4.45515,WGS84,30,51.02272674849267,4.455154756572403,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC68:2022-09-02,2022-09-02,Europe,BE,Flanders,vrijbroekpark,51.02273,4.45515,WGS84,30,51.02272674849267,4.455154756572403,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC69:2022-09-02,2022-09-02,Europe,BE,Flanders,Spildoorn,51.06471,4.44928,WGS84,30,51.06470944599727,4.4492841913236925,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC70:2022-09-02,2022-09-02,Europe,BE,Flanders,Spildoorn,51.06471,4.44928,WGS84,30,51.06470944599727,4.4492841913236925,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC71:2022-09-02,2022-09-02,Europe,BE,Flanders,Spildoorn,51.06471,4.44928,WGS84,30,51.06470944599727,4.4492841913236925,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC72:2022-09-02,2022-09-02,Europe,BE,Flanders,Spildoorn,51.06471,4.44928,WGS84,30,51.06470944599727,4.4492841913236925,EPSG:31370
Event,en,https://creativecommons.org/licenses/by-nc/4.0/legalcode,ANB,http://www.inbo.be/en/norms-for-data-use,,ANB,"Targeted monitoring of crustacea by ANB, Belgium",targeted monitoring,DC73:2022-09-02,2022-09-02,Europe,BE,Flanders,Spildoorn,51.06471,4.44928,WGS84,30,51.06470944599727,4.4492841913236925,EPSG:31370
