eventID,measurementType,measurementValue,measurementUnit
217fb42b-c468-4aeb-8312-b620d5d0783b,estimated covered area,5,m²
218bb10b-6438-4852-8c96-676259535632,estimated covered area,50,m²
219db90f-f6e5-474f-8484-bd12a79575c4,estimated covered area,3000,m²
21e745c9-64c4-4941-927b-36a7c2bc0ee2,estimated covered area,50,m²
2279f7d3-1b36-4bb7-b363-c10270e42b30,estimated covered area,5,m²
22948993-52af-46a5-b200-ea6549fb1a1c,coverage,30,%
22948993-52af-46a5-b200-ea6549fb1a1c,estimated covered area,300,m²
22a525b5-dec9-4bb3-b07e-9302f6e5fc75,estimated covered area,20000,m²
22aafa89-f790-4c56-9cb3-bd385b9b21fc,estimated covered area,100,m²
22b19557-26b6-4c62-84fe-de501c76a580,estimated covered area,10,m²
22be9299-35f1-47a9-a251-c6e61cf0a5eb,estimated covered area,75,m²
22bf3268-0cf5-49b0-b2f5-2892c3d04465,coverage,50,%
22bf3268-0cf5-49b0-b2f5-2892c3d04465,estimated covered area,500,m²
22e47168-0846-4d7f-8384-14b317782fcd,coverage,0,%
22e47168-0846-4d7f-8384-14b317782fcd,estimated covered area,10,m²
22e8f2c6-3934-44b9-ba84-9cd8e5448c4a,coverage,10,%
22e8f2c6-3934-44b9-ba84-9cd8e5448c4a,estimated covered area,1,m²
230c2dd7-198a-4d6e-a570-b91c1cf59fcf,coverage,90,%
230c2dd7-198a-4d6e-a570-b91c1cf59fcf,estimated covered area,2500,m²
2363ced7-8e95-4179-9220-fb5390407a6b,coverage,0,%
2363ced7-8e95-4179-9220-fb5390407a6b,estimated covered area,50,m²
23852df3-3487-4c8a-9c0d-c8ad886524f6,estimated covered area,5,m²
238bcb04-4d61-4dd4-a9c8-598ed278a148,estimated covered area,600,m²
23dc4eb0-78fe-4020-b5ee-d916ca9bc3c7,coverage,0,%
23dc4eb0-78fe-4020-b5ee-d916ca9bc3c7,estimated covered area,50,m²
23dcca65-1993-455f-babf-f4fd1f021656,estimated covered area,30,m²
23ef252c-51ef-417a-b17a-257ea0c6f639,estimated covered area,500,m²
2409221f-1676-4edb-9918-c179afac57e2,estimated covered area,5000,m²
240b7364-b9de-4494-9ad0-2312f7e252c6,coverage,40,%
240b7364-b9de-4494-9ad0-2312f7e252c6,estimated covered area,1000,m²
2431fb12-f024-490f-898b-b989fb521a8f,coverage,40,%
2431fb12-f024-490f-898b-b989fb521a8f,estimated covered area,1000,m²
2441f666-d2f0-4816-8d0c-540e2ce60434,coverage,0,%
2441f666-d2f0-4816-8d0c-540e2ce60434,estimated covered area,30,m²
24547c4c-6905-44fa-8d78-f918990f85ca,estimated covered area,5,m²
24672d4e-c695-41c9-b166-01eabce855a3,coverage,0,%
24672d4e-c695-41c9-b166-01eabce855a3,estimated covered area,150,m²
24a4f48b-2440-40bf-bb34-d3d1ab765876,coverage,0,%
24a4f48b-2440-40bf-bb34-d3d1ab765876,estimated covered area,20,m²
24a69bf7-5095-43b7-b563-213dc824560f,estimated covered area,2000,m²
24ca6731-a226-4093-8a82-c129d5d7ee21,coverage,0,%
24ca6731-a226-4093-8a82-c129d5d7ee21,estimated covered area,50,m²
24e219db-adce-4786-8f13-5b9a3db88f88,coverage,10,%
24e219db-adce-4786-8f13-5b9a3db88f88,estimated covered area,100,m²
2536e335-b778-45de-9005-74d551e06c45,coverage,100,%
2536e335-b778-45de-9005-74d551e06c45,estimated covered area,80,m²
256d9620-9cdd-4891-a414-06fa6a8b0e73,estimated covered area,25,m²
259f21c8-dc57-4e5f-8867-2d52a64e79b0,estimated covered area,100,m²
25e36038-e391-4f91-ae6e-a8f4728a6490,coverage,70,%
25e36038-e391-4f91-ae6e-a8f4728a6490,estimated covered area,15,m²
25e467b2-4135-4682-b12e-8649bfe853d5,estimated covered area,100,m²
25ffb0e9-3eef-472f-985c-872edb2cc757,estimated covered area,400,m²
262b8850-e0b1-4d19-a62a-2dfe6c5c2812,coverage,0,%
262b8850-e0b1-4d19-a62a-2dfe6c5c2812,estimated covered area,50,m²
263b8f9f-dd55-4d94-94ef-fe163d0b2fcb,coverage,10,%
263b8f9f-dd55-4d94-94ef-fe163d0b2fcb,estimated covered area,8,m²
26505275-3f4d-4092-91c7-4e806722c89a,coverage,0,%
26505275-3f4d-4092-91c7-4e806722c89a,estimated covered area,30,m²
265f8875-b257-48bc-93ae-ffb11e235a62,estimated covered area,250,m²
26a0c1c0-08a2-4e47-93fc-65c9b576db95,coverage,20,%
26a0c1c0-08a2-4e47-93fc-65c9b576db95,estimated covered area,100,m²
26dd771f-a243-4926-84da-bf6441721217,estimated covered area,40,m²
272897f8-8cd2-41a6-ab93-d89ab7f4a0f3,coverage,0,%
272897f8-8cd2-41a6-ab93-d89ab7f4a0f3,estimated covered area,500,m²
274bda0b-58b5-42f1-a797-03b24b2a084a,coverage,10,%
274bda0b-58b5-42f1-a797-03b24b2a084a,estimated covered area,50,m²
27a36d24-eb4b-4811-b6c0-e6f772fa2026,estimated covered area,500,m²
28001298-784e-4952-bc19-8d58f15b8038,estimated covered area,20,m²
28840695-2006-4c82-85f5-64d9ca48e3c1,estimated covered area,500,m²
288e1534-7a13-4d64-868c-d23778b51390,estimated covered area,100,m²
28a57863-4257-4dbf-a312-4210b6b88076,estimated covered area,1000,m²
28c1ed0d-61c8-449c-ab3f-3119a36cbb78,coverage,0,%
28c1ed0d-61c8-449c-ab3f-3119a36cbb78,estimated covered area,1,m²
28da61c4-cf59-423c-ac7e-425acbf70de9,estimated covered area,1000,m²
292944ea-f1f1-4e74-a3c9-c3bfc3e50483,coverage,0,%
292944ea-f1f1-4e74-a3c9-c3bfc3e50483,estimated covered area,16,m²
2943adc3-d3f9-45bb-b070-5a96f1b1475a,estimated covered area,100,m²
295506c2-5274-4185-ac65-6f343e8e1779,estimated covered area,10,m²
29711915-3224-4e67-8ef9-d9bc7f8a2f23,coverage,20,%
29711915-3224-4e67-8ef9-d9bc7f8a2f23,estimated covered area,8,m²
29bee38f-c952-4199-b379-c5101e7eaa87,estimated covered area,250,m²
2a08ef1b-c3cf-4bc5-9397-5319b72f4032,coverage,10,%
2a08ef1b-c3cf-4bc5-9397-5319b72f4032,estimated covered area,4,m²
2a0f0ec2-07b7-49c1-8028-732451b9b9d9,estimated covered area,100,m²
2a369bb2-9313-45bd-ae11-589c75977b1f,coverage,0,%
2a369bb2-9313-45bd-ae11-589c75977b1f,estimated covered area,1,m²
2a3eee29-fb30-4fcf-9b0e-db687610ddb9,coverage,20,%
2a3eee29-fb30-4fcf-9b0e-db687610ddb9,estimated covered area,600,m²
2a45f36b-2883-42ec-b22f-1558e0faaa0b,estimated covered area,500,m²
2a5f9797-eca1-4f11-a66a-5f5af344727a,estimated covered area,1000,m²
2aa081da-6298-4842-971d-0eda3e2326cc,coverage,0,%
2aa081da-6298-4842-971d-0eda3e2326cc,estimated covered area,50,m²
2ab376cb-2809-445a-baaf-aae3dc0e3c78,estimated covered area,50,m²
2ab9520a-dc11-4333-bd41-d04ceb759f0a,coverage,60,%
2ab9520a-dc11-4333-bd41-d04ceb759f0a,estimated covered area,15,m²
2b05bbfc-1cbd-469b-b544-97fff35ce8c1,coverage,60,%
2b05bbfc-1cbd-469b-b544-97fff35ce8c1,estimated covered area,30000,m²
2b117896-7366-4c19-ab58-6d3071b5d1e4,coverage,40,%
2b117896-7366-4c19-ab58-6d3071b5d1e4,estimated covered area,2000,m²
2b8e607a-4540-4579-a526-bead890baf5b,coverage,30,%
2b8e607a-4540-4579-a526-bead890baf5b,estimated covered area,1500,m²
2b9deb99-d5da-42ef-9beb-b94b32d7eef1,estimated covered area,100,m²
2bf748dc-7e46-4927-bd35-fe809868f1c9,estimated covered area,10,m²
2c1a03db-cedf-466b-aec5-40571b69ec6c,coverage,90,%
2c1a03db-cedf-466b-aec5-40571b69ec6c,estimated covered area,900,m²
2c283775-e61e-423e-b050-0aa8a743fea2,coverage,100,%
2c283775-e61e-423e-b050-0aa8a743fea2,estimated covered area,20,m²
2c7b1cce-dc2d-49f5-947d-8b6e2a5c98fe,coverage,100,%
2c7b1cce-dc2d-49f5-947d-8b6e2a5c98fe,estimated covered area,100,m²
2ce663b7-09f4-49c5-ac98-bf13174a3fac,estimated covered area,100,m²
2cf1b995-ff59-40fd-8773-bc17919f376e,estimated covered area,100,m²
2cfcd54a-2ded-4dd7-977b-49f2ae5e2792,coverage,30,%
2cfcd54a-2ded-4dd7-977b-49f2ae5e2792,estimated covered area,500,m²
2d309092-5390-492b-8e16-8bf164d7ed26,estimated covered area,20,m²
2d4ee10d-8e9a-483d-9ff0-cec72a2745e3,estimated covered area,400,m²
2d78dfa2-c4d2-4018-a229-55d442836e2c,coverage,0,%
2d78dfa2-c4d2-4018-a229-55d442836e2c,estimated covered area,4,m²
2d7c78c3-b27e-4383-b86a-76bd34af90b2,estimated covered area,2000,m²
2d84e037-4c8b-4bd6-8b9b-c310c7c2adf4,coverage,40,%
2d84e037-4c8b-4bd6-8b9b-c310c7c2adf4,estimated covered area,50,m²
2d93baa7-65fa-4809-aa77-9d3d9feb1b40,coverage,0,%
2d93baa7-65fa-4809-aa77-9d3d9feb1b40,estimated covered area,4000,m²
2d9d089e-d98c-4a86-b395-f154ff289550,estimated covered area,25,m²
2da80939-968e-495e-a3de-1f8a20214416,coverage,40,%
2da80939-968e-495e-a3de-1f8a20214416,estimated covered area,100,m²
2deaf9ba-39e4-47bf-bad5-df676ee8751a,estimated covered area,100,m²
2df93d91-38ff-4bcb-99d0-f53252211b36,coverage,0,%
2df93d91-38ff-4bcb-99d0-f53252211b36,estimated covered area,40,m²
2e360bea-dc6c-44d1-959c-31c7e5bb9b1e,estimated covered area,5,m²
2e64c301-3595-46cc-b7d4-910a4f8c5229,coverage,0,%
2e64c301-3595-46cc-b7d4-910a4f8c5229,estimated covered area,300,m²
2eb3dc63-521c-414a-973b-fcd9903fda99,coverage,0,%
2eb3dc63-521c-414a-973b-fcd9903fda99,estimated covered area,2,m²
2eea076e-0ccc-4555-8391-d39f442c8093,estimated covered area,25,m²
2ef2f218-6361-48e1-bef0-c439e6949823,coverage,0,%
2ef2f218-6361-48e1-bef0-c439e6949823,estimated covered area,4,m²
2f211c6d-898d-4775-830a-1446f22d2f98,estimated covered area,50,m²
2f666545-dfcd-4a5b-9a8d-e4d7aaced0d2,coverage,0,%
2f666545-dfcd-4a5b-9a8d-e4d7aaced0d2,estimated covered area,5,m²
2f816c1f-7d72-48ee-9000-e4241af09662,coverage,20,%
2f816c1f-7d72-48ee-9000-e4241af09662,estimated covered area,6,m²
2f87d2fa-057e-4b2f-9684-55ca15402daf,coverage,0,%
2f87d2fa-057e-4b2f-9684-55ca15402daf,estimated covered area,50,m²
2fb8a767-8ed1-40dc-a79e-4046610c6033,estimated covered area,100,m²
2fba492b-833a-4673-a726-2c6dc8db5aeb,coverage,30,%
2fba492b-833a-4673-a726-2c6dc8db5aeb,estimated covered area,400,m²
2fd203eb-a085-473e-bd4d-6262d7c4990f,coverage,30,%
2fd203eb-a085-473e-bd4d-6262d7c4990f,estimated covered area,10,m²
2ff45f39-009c-452d-9b5e-ab179072b948,estimated covered area,50,m²
2ff6e371-9306-43e3-b41a-7e50610e6662,coverage,0,%
2ff6e371-9306-43e3-b41a-7e50610e6662,estimated covered area,400,m²
305a0c19-4cdd-4d06-98c9-69d8c4bd3321,coverage,0,%
305a0c19-4cdd-4d06-98c9-69d8c4bd3321,estimated covered area,10,m²
3090148b-9685-4534-9961-b2dd488a3fe0,coverage,50,%
3090148b-9685-4534-9961-b2dd488a3fe0,estimated covered area,50,m²
30c0e186-61f6-48b1-95f2-d21034f49acc,estimated covered area,5,m²
30d393b5-0efd-4570-8e09-01ee57ab9b7d,estimated covered area,50,m²
3103eccd-53bb-4de0-9c81-ef530d31c46a,estimated covered area,50,m²
3112ece8-249b-4161-b637-5c213012eda9,coverage,80,%
3112ece8-249b-4161-b637-5c213012eda9,estimated covered area,500,m²
31224630-bb86-4b8a-a326-7bc15b8af798,estimated covered area,100,m²
313040ee-be9b-404d-84e2-527f40f72cc2,estimated covered area,250,m²
3136b1df-e21d-4099-81e8-4ac8fc1f5e93,estimated covered area,20,m²
31603805-e85a-4114-946a-858a9ba0414c,coverage,40,%
31603805-e85a-4114-946a-858a9ba0414c,estimated covered area,200,m²
31909e10-06fe-457f-97da-da141d083cce,coverage,0,%
31909e10-06fe-457f-97da-da141d083cce,estimated covered area,8,m²
31bac4fc-47d6-4cef-8b91-d904919009e4,coverage,90,%
31bac4fc-47d6-4cef-8b91-d904919009e4,estimated covered area,20,m²
31c67f75-d717-46de-b579-8cd70b2d1f82,coverage,0,%
31c67f75-d717-46de-b579-8cd70b2d1f82,estimated covered area,30,m²
31dde2e6-31a6-4ee3-b5de-cb76ae6333bb,coverage,80,%
31dde2e6-31a6-4ee3-b5de-cb76ae6333bb,estimated covered area,250,m²
32021359-111b-4cb3-bad8-c73c91a44031,estimated covered area,25,m²
320bab34-8966-4da5-89da-c91ec8d8ba25,coverage,20,%
320bab34-8966-4da5-89da-c91ec8d8ba25,estimated covered area,12,m²
32201dcb-f05e-4554-a499-ffd4068ea212,estimated covered area,1000,m²
32438aab-3593-447a-b5f8-cf2256f10b59,estimated covered area,5,m²
326c39df-9023-4f96-a2bc-2e3aac764989,estimated covered area,2000,m²
327a27ac-d76f-4a07-8eda-e7602f1ef739,estimated covered area,5,m²
328ae47e-5b18-41d3-83a1-b733024ffbc7,coverage,50,%
328ae47e-5b18-41d3-83a1-b733024ffbc7,estimated covered area,100,m²
32fe1d8e-1457-4f11-b94c-f8d318eed36b,estimated covered area,8000,m²
32ff4767-e046-400e-8e0b-95d64f2027b0,coverage,0,%
32ff4767-e046-400e-8e0b-95d64f2027b0,estimated covered area,150,m²
332267dd-d6c9-423b-bcea-95e60e841688,coverage,0,%
332267dd-d6c9-423b-bcea-95e60e841688,estimated covered area,1,m²
333774a5-f632-4ba7-8d1c-437eddc527b4,coverage,0,%
333774a5-f632-4ba7-8d1c-437eddc527b4,estimated covered area,1,m²
335f76b6-e327-42dd-a2a5-a80791503f41,coverage,50,%
335f76b6-e327-42dd-a2a5-a80791503f41,estimated covered area,20,m²
33ff6537-931f-4083-814d-49ded9d385b7,coverage,60,%
33ff6537-931f-4083-814d-49ded9d385b7,estimated covered area,400,m²
3421759c-6fac-4b56-8389-2ed82ca3ceba,estimated covered area,50,m²
342ca337-0bc6-46a3-bd58-4dcd58e65662,coverage,60,%
342ca337-0bc6-46a3-bd58-4dcd58e65662,estimated covered area,20,m²
342d402b-0c66-4e79-aa8b-621b48f0735d,estimated covered area,50,m²
344633f9-f669-438c-84c4-807f684ca00d,estimated covered area,5,m²
344ea875-af1a-4089-b16c-30d7cad0ece9,coverage,20,%
344ea875-af1a-4089-b16c-30d7cad0ece9,estimated covered area,20,m²
34a94815-ec9e-4d1f-af1c-733513218954,estimated covered area,20,m²
34c28dee-5f1a-4b28-8dfb-98ba660c341c,coverage,0,%
34c28dee-5f1a-4b28-8dfb-98ba660c341c,estimated covered area,50,m²
34c7f00c-8aed-4c9c-a531-78a96ec36636,coverage,80,%
34c7f00c-8aed-4c9c-a531-78a96ec36636,estimated covered area,20,m²
3512d380-ff0b-4810-abd1-ba38b8823603,estimated covered area,40,m²
3555782f-bf2d-47ce-985b-f7e05d70ef96,estimated covered area,500,m²
35679ba1-0384-48b1-b704-0f0b1a84de06,estimated covered area,25,m²
356aad11-7bb7-428a-b532-bdbc5e6d84d5,estimated covered area,300,m²
357049c8-3700-4fe6-addd-ec3dfc9ed3d8,coverage,0,%
357049c8-3700-4fe6-addd-ec3dfc9ed3d8,estimated covered area,3,m²
3586d1fd-97ba-4dc5-af05-e90c109361df,estimated covered area,50,m²
35bfa5bf-fa6a-444e-af33-81ca5bf1425f,estimated covered area,100,m²
35e70d3c-2287-4151-aa38-c5b2e71bea0b,coverage,0,%
35e70d3c-2287-4151-aa38-c5b2e71bea0b,estimated covered area,1,m²
362d8361-685c-4ad4-95a0-3491ac2595f9,estimated covered area,150,m²
366873e5-3432-42bc-8100-57774a718913,coverage,0,%
366873e5-3432-42bc-8100-57774a718913,estimated covered area,100,m²
36b95683-3fdc-4baa-9705-48233f90e46b,coverage,50,%
36b95683-3fdc-4baa-9705-48233f90e46b,estimated covered area,10000,m²
36ff551f-8cee-435d-9b85-62aeff15f9ad,estimated covered area,20,m²
37039d02-39d9-4377-a8bc-f6fc1c99de5e,coverage,30,%
37039d02-39d9-4377-a8bc-f6fc1c99de5e,estimated covered area,10,m²
3711cb39-e9cc-4b1f-8fa9-606d7b7934a8,estimated covered area,100,m²
376b69e2-5176-4c0b-a83c-fa31486a7bd9,coverage,30,%
376b69e2-5176-4c0b-a83c-fa31486a7bd9,estimated covered area,30,m²
376c0ebd-a335-450f-a72b-ac85d7163ff4,estimated covered area,400,m²
37d4f763-49b1-42cf-a18e-f2013ed74ddb,estimated covered area,200,m²
3800bfd2-5865-4144-b811-314e1eee5036,estimated covered area,2000,m²
3815d1d3-274b-4700-bd1d-ac28ad52cb14,coverage,20,%
3815d1d3-274b-4700-bd1d-ac28ad52cb14,estimated covered area,80,m²
3824a456-fd0e-4422-be6a-c0aeaaa1f80d,estimated covered area,2000,m²
3846be0c-c2a8-4d18-a683-1ce6330dd2a6,estimated covered area,10,m²
384df1f8-44c0-44ec-a91d-f583790e9b21,estimated covered area,100,m²
384f099c-923b-4b8f-bcc4-cfb51e49cf1f,coverage,0,%
389beb15-9769-4abd-87be-fa3fd88d9d22,coverage,0,%
389beb15-9769-4abd-87be-fa3fd88d9d22,estimated covered area,100,m²
38cd2246-7ca8-4d6f-a54b-9a32c3ca908b,coverage,0,%
38cd2246-7ca8-4d6f-a54b-9a32c3ca908b,estimated covered area,1,m²
38d445d1-4bbd-47d5-8cb1-8bc31fd1e337,coverage,0,%
38d445d1-4bbd-47d5-8cb1-8bc31fd1e337,estimated covered area,1,m²
39168c59-8f89-488f-9c51-b2c7dfad0513,coverage,80,%
39168c59-8f89-488f-9c51-b2c7dfad0513,estimated covered area,150,m²
394992a2-0f09-4f06-bf70-6ce426f806d0,coverage,50,%
394992a2-0f09-4f06-bf70-6ce426f806d0,estimated covered area,500,m²
39645060-1776-4055-966d-cd2ef26bb482,estimated covered area,25,m²
397e66e8-cdfd-484d-b6df-de382764b271,coverage,0,%
397e66e8-cdfd-484d-b6df-de382764b271,estimated covered area,3,m²
39b5508f-2963-4a54-b742-d92c3f5eb1ac,estimated covered area,20,m²
39b9d5b9-d00b-4fa1-92ab-f056e0fb0bcf,estimated covered area,30,m²
39c733e8-33ef-432d-8e93-e290ba6ed30f,coverage,0,%
39c733e8-33ef-432d-8e93-e290ba6ed30f,estimated covered area,40,m²
39d72446-af15-44c5-898d-914a3f39e5ac,estimated covered area,100,m²
39f4f4a3-c910-4ef9-a03d-436a81d9760b,estimated covered area,5,m²
3a42cdde-f3fb-46cc-a468-4724004740ca,coverage,20,%
3a42cdde-f3fb-46cc-a468-4724004740ca,estimated covered area,25,m²
3a47ada3-14c3-4fba-9f5e-f92ac5ef5a43,coverage,20,%
3a47ada3-14c3-4fba-9f5e-f92ac5ef5a43,estimated covered area,50,m²
3a53a661-a6c3-4b87-ba0e-dae3232d1d8a,coverage,30,%
3a53a661-a6c3-4b87-ba0e-dae3232d1d8a,estimated covered area,1000,m²
3ab5aeb5-02b0-4969-acac-15ddb920243b,coverage,40,%
3ab5aeb5-02b0-4969-acac-15ddb920243b,estimated covered area,200,m²
3ac4f69d-28bd-423b-9510-c0807227c22d,estimated covered area,50,m²
3ae14b70-4662-44df-9148-1d7bc86965af,coverage,0,%
3ae14b70-4662-44df-9148-1d7bc86965af,estimated covered area,4,m²
3ae8a222-95e6-4ffd-a919-32d74a7e54d3,estimated covered area,25,m²
3aee0234-9efa-4c5b-a6df-d3e070da6db6,estimated covered area,10,m²
3b1a6735-7beb-4441-8b6f-f5d08895a090,estimated covered area,5000,m²
3b798d53-44f0-403b-b592-cb25594e06a2,coverage,60,%
3b798d53-44f0-403b-b592-cb25594e06a2,estimated covered area,500,m²
3b7e4d3a-bf44-4457-9e91-433470f7582f,coverage,30,%
3b7e4d3a-bf44-4457-9e91-433470f7582f,estimated covered area,40,m²
3b841b8d-61ac-40a5-ae4f-fec0b1defb56,coverage,70,%
3b841b8d-61ac-40a5-ae4f-fec0b1defb56,estimated covered area,250,m²
3bca2a06-58b6-4120-957b-02de4c62dc86,coverage,50,%
3bca2a06-58b6-4120-957b-02de4c62dc86,estimated covered area,100,m²
3bf02bba-5175-41f2-990f-a21d2a82a606,coverage,0,%
3bf02bba-5175-41f2-990f-a21d2a82a606,estimated covered area,6,m²
3c0720f3-8994-4787-ad38-5fa841f5b0db,coverage,0,%
3c0720f3-8994-4787-ad38-5fa841f5b0db,estimated covered area,50,m²
3c084ff8-5fd2-425b-92f8-c20e0610d65f,estimated covered area,300,m²
3c12525e-d410-40dc-b001-f9df83383929,estimated covered area,200,m²
3c61d2f5-b1a4-4ec9-a2f6-3c929df3b5c8,coverage,70,%
3c61d2f5-b1a4-4ec9-a2f6-3c929df3b5c8,estimated covered area,8,m²
3c74670a-899b-40e8-b425-8914a47858a6,coverage,20,%
3c74670a-899b-40e8-b425-8914a47858a6,estimated covered area,20,m²
3c8988ea-0d5a-43dd-bfe1-97942da8d71b,estimated covered area,10,m²
3cd563cd-e180-42db-af6a-12cc9bdd54ae,estimated covered area,200,m²
3d019d72-377a-4374-afcd-a88b28a563cc,coverage,0,%
3d019d72-377a-4374-afcd-a88b28a563cc,estimated covered area,150,m²
3d080e2f-cfcf-4965-bd87-bd946052cd1f,estimated covered area,20,m²
3d24c8e6-176a-4421-9186-61e506c0c439,coverage,20,%
3d24c8e6-176a-4421-9186-61e506c0c439,estimated covered area,20,m²
3d2fe9c8-c3f0-4b66-a115-fd78c7f1170a,coverage,70,%
3d2fe9c8-c3f0-4b66-a115-fd78c7f1170a,estimated covered area,50,m²
3d3e08ce-a862-440e-a09d-b017eb58fb7b,coverage,30,%
3d3e08ce-a862-440e-a09d-b017eb58fb7b,estimated covered area,1,m²
3d3e10ed-80d7-47e7-848e-2a89f3e77936,coverage,0,%
3d3e10ed-80d7-47e7-848e-2a89f3e77936,estimated covered area,100,m²
3d3eab70-a9cd-417a-a075-ba2d45330a25,estimated covered area,200,m²
3d8a9cd0-ee78-44b2-b453-cef669a32a3d,estimated covered area,20,m²
3db582d9-0745-465b-850c-0b3ed3bb159f,estimated covered area,50,m²
3dc08aff-8ec8-48a0-b1bb-4f8bbb615bee,coverage,0,%
3dc08aff-8ec8-48a0-b1bb-4f8bbb615bee,estimated covered area,500,m²
3e2fd429-a716-4014-8836-2e2c1dfe054b,estimated covered area,35,m²
3e57e333-b77f-4c7f-8027-9e2063b8f200,estimated covered area,50,m²
3e62d7f2-6762-411d-824b-7e944700b631,estimated covered area,50,m²
3e6c8b32-70db-4938-880b-1b74d2c3dd3c,estimated covered area,400,m²
3e955fe4-4563-47fb-b4eb-920f3d453471,estimated covered area,100,m²
3eb718c0-f941-444c-8f04-05bda9405c63,estimated covered area,50,m²
3ec65404-6f87-40f7-9816-e429b718ec5a,estimated covered area,200,m²
3ed3fd3e-b66e-486c-b01a-c3ec8d4971ee,coverage,60,%
3ed3fd3e-b66e-486c-b01a-c3ec8d4971ee,estimated covered area,2000,m²
3eea27aa-992f-4833-a4e2-fe74ae1ec6d9,estimated covered area,50,m²
3f07e081-b41d-43b4-b166-7063c641ae1a,coverage,10,%
3f07e081-b41d-43b4-b166-7063c641ae1a,estimated covered area,200,m²
3f38dfdd-a90e-481d-8372-c7eea9453a9a,coverage,40,%
3f38dfdd-a90e-481d-8372-c7eea9453a9a,estimated covered area,5000,m²
3f39dd9a-f8a1-435d-85c7-bb0ba3f85c4e,coverage,0,%
3f39dd9a-f8a1-435d-85c7-bb0ba3f85c4e,estimated covered area,8,m²
3fc0fa26-ffec-4ffa-9268-3fe60a2404ae,coverage,80,%
3fc0fa26-ffec-4ffa-9268-3fe60a2404ae,estimated covered area,300,m²
3fcb9830-cb8d-4619-aa3c-cdf6750d7118,estimated covered area,5,m²
400137c4-25ff-4566-ac34-b6a37673efcb,estimated covered area,9,m²
4028da10-6aca-444a-a722-a1235988859d,estimated covered area,10,m²
4047faa6-d95b-42df-a39f-ccc5f1df590a,estimated covered area,50,m²
40f1bb82-90d3-4ceb-9f0e-1a889e74b096,coverage,30,%
40f1bb82-90d3-4ceb-9f0e-1a889e74b096,estimated covered area,15,m²
40f6ccde-c8bf-4416-b245-0bf93e20e6bf,estimated covered area,5,m²
41039f47-f4b4-456d-b018-2bea9bc0eefa,coverage,10,%
41039f47-f4b4-456d-b018-2bea9bc0eefa,estimated covered area,30,m²
41064272-9e20-475c-905d-dd23c4534994,coverage,10,%
41064272-9e20-475c-905d-dd23c4534994,estimated covered area,50,m²
417c195b-8fb5-4cc9-b930-893760fb607f,estimated covered area,100,m²
4198ce61-3f05-4268-bb75-f6e154dd97eb,coverage,0,%
4198ce61-3f05-4268-bb75-f6e154dd97eb,estimated covered area,100,m²
41d9b825-27a8-4c67-9f95-2da37ebcd000,coverage,0,%
41d9b825-27a8-4c67-9f95-2da37ebcd000,estimated covered area,1,m²
41f61ab7-1582-464d-ab82-fd64b3c0c15e,estimated covered area,50,m²
424530a1-826d-460d-83a1-c4b67d0d9d14,coverage,10,%
424530a1-826d-460d-83a1-c4b67d0d9d14,estimated covered area,20,m²
4253ac2d-b101-4582-8503-d221a9ae8653,coverage,0,%
4253ac2d-b101-4582-8503-d221a9ae8653,estimated covered area,2,m²
4293cd3d-8f1a-4145-b19e-bd8d7558079c,coverage,60,%
4293cd3d-8f1a-4145-b19e-bd8d7558079c,estimated covered area,1,m²
42a7eae2-4450-41d4-aa60-e80ee872b7a3,estimated covered area,400,m²
42b71b54-909e-4cd2-8d15-1e208ffdac8c,coverage,20,%
42b71b54-909e-4cd2-8d15-1e208ffdac8c,estimated covered area,50,m²
42be3a5c-68bb-4272-9ab8-70d66f1f0e60,coverage,20,%
42be3a5c-68bb-4272-9ab8-70d66f1f0e60,estimated covered area,50,m²
42c4bb5b-d542-42c1-9053-014ede9be24d,estimated covered area,50,m²
43280257-0f2b-4243-b2b8-75def4358367,coverage,20,%
43280257-0f2b-4243-b2b8-75def4358367,estimated covered area,200,m²
434386f6-5aca-45c3-b34f-ab939b4a7fd8,estimated covered area,20,m²
43696f26-1b9a-444e-b01c-3f48b72bde5b,estimated covered area,100,m²
43a48b29-0583-41ca-a2d0-8843dbcd50de,estimated covered area,200,m²
43ab21f0-5d2c-4d29-beae-9f69ec5b98a7,estimated covered area,30,m²
43ac5141-91c9-44ce-b45c-3caf4361302c,estimated covered area,10,m²
43f63417-90e0-418f-b7e1-ff5ac12f303a,estimated covered area,200,m²
4412c0e0-93b4-40ee-9a98-b6464694d8f9,coverage,40,%
4412c0e0-93b4-40ee-9a98-b6464694d8f9,estimated covered area,3000,m²
4412e70e-1b5a-485e-a87d-de42ed741cf3,estimated covered area,100,m²
443e45c3-22bf-4cd0-a279-7ecd0584c2c6,estimated covered area,5000,m²
44f02c14-f2b8-4e07-915d-f98e933b8478,estimated covered area,5,m²
451b14ef-f785-46e3-b597-4e59a9805be6,coverage,0,%
451b14ef-f785-46e3-b597-4e59a9805be6,estimated covered area,100,m²
454e0c28-f829-48e5-bc9e-3b5d0c50252e,estimated covered area,2,m²
45550e99-9dfc-4460-838f-aaeea642765b,estimated covered area,100,m²
455b823b-1906-4139-b3de-9435e1f57135,estimated covered area,50,m²
45c00469-1215-47c8-85ab-d8d06ff1ccb4,coverage,0,%
45c00469-1215-47c8-85ab-d8d06ff1ccb4,estimated covered area,50,m²
45fb15f2-e877-4474-b90b-9f94a8cfbebc,coverage,40,%
